2368,,,7,13,0
2678,,,7,44,0
2372,,,1,14,0
2373,,,2,14,0
2374,,,3,14,0
2375,,,4,14,0
2376,,,5,14,0
2377,,,6,14,0
2378,,,7,14,0
2682,,,1,45,0
2683,,,2,45,0
2382,,,1,15,0
2383,,,2,15,0
2384,,,3,15,0
2385,,,4,15,0
2386,,,5,15,0
2387,,,6,15,0
2388,,,7,15,0
2684,,,3,45,0
2685,,,4,45,0
2686,,,5,45,0
2392,,,1,16,0
2393,,,2,16,0
2394,,,3,16,0
2395,,,4,16,0
2396,,,5,16,0
2397,,,6,16,0
2398,,,7,16,0
2687,,,6,45,0
2688,,,7,45,0
2402,,,1,17,0
2403,,,2,17,0
2404,,,3,17,0
2405,,,4,17,0
2406,,,5,17,0
2407,,,6,17,0
2408,,,7,17,0
2692,,,1,46,0
2412,,,1,18,0
2413,,,2,18,0
2414,,,3,18,0
2415,,,4,18,0
2416,,,5,18,0
2417,,,6,18,0
2418,,,7,18,0
2693,,,2,46,0
2694,,,3,46,0
2695,,,4,46,0
2422,,,1,19,0
2423,,,2,19,0
2424,,,3,19,0
2425,,,4,19,0
2426,,,5,19,0
2427,,,6,19,0
2428,,,7,19,0
2696,,,5,46,0
2697,,,6,46,0
2698,,,7,46,0
2432,,,1,20,0
2433,,,2,20,0
2434,,,3,20,0
2435,,,4,20,0
2436,,,5,20,0
2437,,,6,20,0
2438,,,7,20,0
2512,,,1,28,0
2516,,,5,28,0
2442,,,1,21,0
2443,,,2,21,0
2444,,,3,21,0
2445,,,4,21,0
2446,,,5,21,0
2447,,,6,21,0
2448,,,7,21,0
2517,,,6,28,0
2518,,,7,28,0
2452,,,1,22,0
2453,,,2,22,0
2454,,,3,22,0
2455,,,4,22,0
2456,,,5,22,0
2457,,,6,22,0
2458,,,7,22,0
2522,,,1,29,0
2462,,,1,23,0
2463,,,2,23,0
2464,,,3,23,0
2465,,,4,23,0
2466,,,5,23,0
2467,,,6,23,0
2468,,,7,23,0
2523,,,2,29,0
2524,,,3,29,0
2525,,,4,29,0
2472,,,1,24,0
2473,,,2,24,0
2474,,,3,24,0
2475,,,4,24,0
2476,,,5,24,0
2477,,,6,24,0
2478,,,7,24,0
2526,,,5,29,0
2527,,,6,29,0
2528,,,7,29,0
2482,,,1,25,0
2483,,,2,25,0
2484,,,3,25,0
2485,,,4,25,0
2486,,,5,25,0
2487,,,6,25,0
2488,,,7,25,0
2492,,,1,26,0
2493,,,2,26,0
2494,,,3,26,0
2495,,,4,26,0
2496,,,5,26,0
2497,,,6,26,0
2498,,,7,26,0
2532,,,1,30,0
2533,,,2,30,0
2534,,,3,30,0
2502,,,1,27,0
2503,,,2,27,0
2504,,,3,27,0
2505,,,4,27,0
2506,,,5,27,0
2507,,,6,27,0
2508,,,7,27,0
2535,,,4,30,0
2536,,,5,30,0
2537,,,6,30,0
2538,,,7,30,0
2542,,,1,31,0
2543,,,2,31,0
2544,,,3,31,0
2545,,,4,31,0
2546,,,5,31,0
2547,,,6,31,0
2548,,,7,31,0
2552,,,1,32,0
2553,,,2,32,0
2554,,,3,32,0
2555,,,4,32,0
2556,,,5,32,0
2557,,,6,32,0
2558,,,7,32,0
2562,,,1,33,0
2563,,,2,33,0
2564,,,3,33,0
2565,,,4,33,0
2566,,,5,33,0
2567,,,6,33,0
2568,,,7,33,0
2572,,,1,34,0
2573,,,2,34,0
2574,,,3,34,0
2575,,,4,34,0
2576,,,5,34,0
2577,,,6,34,0
2578,,,7,34,0
2582,,,1,35,0
2583,,,2,35,0
2584,,,3,35,0
2585,,,4,35,0
2586,,,5,35,0
2587,,,6,35,0
2588,,,7,35,0
2592,,,1,36,0
2593,,,2,36,0
2594,,,3,36,0
2595,,,4,36,0
2596,,,5,36,0
2597,,,6,36,0
2598,,,7,36,0
2602,,,1,37,0
2603,,,2,37,0
2604,,,3,37,0
2605,,,4,37,0
2606,,,5,37,0
2607,,,6,37,0
2608,,,7,37,0
2612,,,1,38,0
2613,,,2,38,0
2614,,,3,38,0
2615,,,4,38,0
2616,,,5,38,0
2617,,,6,38,0
2618,,,7,38,0
2622,,,1,39,0
2623,,,2,39,0
2624,,,3,39,0
2625,,,4,39,0
2626,,,5,39,0
2627,,,6,39,0
2628,,,7,39,0
2632,,,1,40,0
2633,,,2,40,0
2634,,,3,40,0
2635,,,4,40,0
2636,,,5,40,0
2637,,,6,40,0
2638,,,7,40,0
2642,,,1,41,0
2643,,,2,41,0
2644,,,3,41,0
2702,,,1,47,0
2703,,,2,47,0
2704,,,3,47,0
2705,,,4,47,0
2706,,,5,47,0
2707,,,6,47,0
2708,,,7,47,0
2712,,,1,48,0
2713,,,2,48,0
2714,,,3,48,0
2715,,,4,48,0
2716,,,5,48,0
2717,,,6,48,0
2718,,,7,48,0
2722,,,1,49,0
2723,,,2,49,0
2724,,,3,49,0
2725,,,4,49,0
2726,,,5,49,0
2727,,,6,49,0
2728,,,7,49,0
2732,,,1,50,0
2733,,,2,50,0
2734,,,3,50,0
2735,,,4,50,0
2736,,,5,50,0
2737,,,6,50,0
2738,,,7,50,0
